subject,regression_coef,value
110,X2o,0.0575316658491221
110,X3o,0.08383850721138925
110,X1mo,0.005273361701879595
110,X2mo,0.008131999046348239
110,X3mo,-7.453510879810504e-4
111,X1o,0.2468343062435425
111,X2o,0.25407757425393396
111,X3o,0.11989411328545704
111,X1mo,0.04768059627071665
111,X2mo,0.024804019251194034
111,X3mo,0.020014127936826748
112,X1o,0.625630649555162
112,X2o,0.1392321554753331
112,X3o,0.0526932817591897
112,X1mo,0.07411301462648436
112,X2mo,0.05432584500521315
112,X3mo,0.01893825386491006
113,X1o,0.2838203024865885
113,X2o,0.226817749369252
113,X3o,0.1867541184232315
113,X1mo,-0.01873188707115077
113,X2mo,6.980137568129985e-5
113,X3mo,-0.0027746784837421046
114,X1o,0.35341278209191496
114,X2o,0.12663310002125164
114,X3o,0.08689738187509145
114,X1mo,-0.013970482427419148
114,X2mo,0.008476169655293199
114,X3mo,-0.04725988492474715
115,X1o,0.171819878351316
115,X2o,-0.022675663594102613
115,X3o,0.0416223167890706
115,X1mo,-0.0133238649686121
115,X2mo,-0.016405879005273002
115,X3mo,-0.01958858889577065
116,X1o,0.335332250382191
116,X2o,0.0707177203425782
116,X3o,0.0642048614984906
116,X1mo,0.07637481403929194
116,X2mo,0.0362318675738377
116,X3mo,-0.019355231179084102
117,X1o,0.3996217782085365
117,X2o,-0.08775878638859075
117,X3o,-0.4064512336823315
117,X1mo,0.1105254006993548
117,X2mo,0.0752113516662565
117,X3mo,0.12095712789503199
118,X1o,0.31201422562521
118,X2o,0.10727707998172
118,X3o,0.202103553501702
118,X1mo,-0.15587387650789
118,X2mo,-0.126810326809405
118,X3mo,-0.0114886051034751
119,X1o,0.608806816913023
119,X2o,0.1740343501127875
119,X3o,0.03218056279456365
119,X1mo,0.06582134451254755
119,X2mo,0.03813151312548051
119,X3mo,0.04428951492671469
120,X1o,0.26048709901262
120,X2o,0.13898455171210206
120,X3o,0.05028589332769475
120,X1mo,0.03543943299377385
120,X2mo,0.0170257610456064
120,X3mo,-0.001124254804144905
121,X1o,0.600898698437817
121,X2o,0.19480333109210698
121,X3o,0.03822419208013249
121,X1mo,0.0925745132365438
121,X2mo,0.01124628112630445
121,X3mo,0.06709535464705775
122,X1o,0.6093366171711555
122,X2o,0.43670640673690453
122,X3o,0.2439168377630375
122,X1mo,0.0360200491204782
122,X2mo,-0.016075639299154433
122,X3mo,0.011879783090520353
123,X1o,0.7946542974441355
123,X2o,0.3539944064796285
123,X3o,0.1010355698244412
123,X1mo,0.060417233783565893
123,X2mo,-0.07267416359230511
123,X3mo,0.04214590093672231
124,X1o,0.12537793048000695
124,X2o,0.08294332858108835
124,X3o,0.00326900945206168
124,X1mo,0.024306406998384496
124,X2mo,-0.023685967282049948
124,X3mo,0.00371075288060095
125,X1o,0.34033080199123
125,X2o,0.2025695560756405
125,X3o,-0.067914796527097
125,X1mo,0.07160320417532899
125,X2mo,0.04397111228816035
125,X3mo,0.1106677321318882
126,X1o,0.220503928562998
126,X2o,0.17400229777964848
126,X3o,0.19326607047009148
126,X1mo,0.026553038902336738
126,X2mo,-0.0198375092779885
126,X3mo,-0.06101445421803345
127,X1o,0.1743266474965306
127,X2o,0.2774556617154415
127,X3o,0.1799143400534865
127,X1mo,0.012248490656841152
127,X2mo,-0.014249066224902804
127,X3mo,0.017667362354956476
128,X1o,0.7351527965492419
128,X2o,0.204627095413961
128,X3o,-0.0019266640719730957
128,X1mo,0.10468712203232114
128,X2mo,0.1171572957471788
128,X3mo,0.030481937282197998
129,X1o,0.0311905413227814
129,X2o,0.03371233147177835
129,X3o,0.158259925390387
129,X1mo,-0.0269477323659511
129,X2mo,-0.0030034711344812002
129,X3mo,-0.0323758482118326
