subject,PANAS_AR1,PANAS_LOGSIGMA,PANAS_SIGMA,PANAS_LOGVAR,PANAS_VAR,PANAS_MEAN
102,0.4215421312806191,0.7532767525931541,2.123948279559112,1.5065535051863082,4.511156294242111,0.6713635102037776
103,0.32853358334791977,0.7495655347233485,2.116080453388396,1.499131069446697,4.477796485212439,0.6923272129280401
104,0.3453683501243729,0.8130603098694837,2.254797818807199,1.6261206197389677,5.084113203697702,0.5368896066101289
105,0.4278796042653761,0.19241498490055864,1.2121734462807117,0.3848299698011173,1.4693644638680574,0.5317205432699502
106,0.1577961683647278,0.7948675374569992,2.2141476857451057,1.5897350749139985,4.902449974290407,0.5682885209972334
107,0.4608164142616016,0.22830396940802,1.2564671949805284,0.45660793881604,1.5787098120622371,0.6377477034912115
108,0.3510940350947378,0.3932236019560096,1.4817496744154033,0.7864472039120193,2.1955820976301537,0.5879231085153471
109,0.24233620833437647,-0.07251538853182998,0.9300514344240544,-0.14503077706365997,0.8649956706742413,0.6316375148326289
110,0.3996345981934888,0.026269185528965955,1.0266172617926614,0.05253837105793191,1.053943002210662,0.7374924739497845
111,0.23628808503558107,0.4290337342440173,1.5357728416593006,0.8580674684880345,2.3585982211782834,0.5378003669826472
112,0.32515001655008563,0.1489558973701921,1.1606218016066767,0.2979117947403842,1.347042966364728,0.5398983886459409
113,0.3951252069065364,0.24886939191025384,1.2825745075235688,0.4977387838205077,1.6449973673493252,0.5113572440176305
114,0.4089651863503899,0.6165290323536611,1.8524869476376755,1.2330580647073222,3.4317078911679517,0.7277759725369323
115,0.31137052918611763,-0.4712205977976437,0.6242398572837627,-0.9424411955952874,0.38967539942165247,0.5436935100727488
116,0.4012287141873877,0.03928694020079421,1.040068878410195,0.07857388040158841,1.0817432718374411,0.6113777717597708
117,0.2148416043043391,0.8021098003568384,2.230241332250764,1.6042196007136769,4.973976400079663,0.6081019724496619
118,0.4077222320095781,0.4450479530366869,1.5605650278704744,0.8900959060733739,2.4353632062123745,0.6719981651159717
119,0.3441119183726564,0.4298171859707063,1.5369765169930925,0.8596343719414126,2.362296813788218,0.6032559181723453
120,0.06153422873418346,0.8772239998473215,2.404216329284014,1.754447999694643,5.7802561579959,0.6491872930825116
121,0.3624486249265643,0.7215032942002484,2.0575239507380134,1.4430065884004968,4.233404807860564,0.8138903399654361
122,0.5226243514393922,0.30397055813139323,1.355229155023579,0.6079411162627865,1.836646062625925,0.6951354889713861
123,0.6953370159324916,0.7219591875524974,2.058462176078346,1.443918375104995,4.2372665303452,0.7235954438485281
124,0.5034599853497187,0.4713872358970259,1.6022153028425297,0.9427744717940518,2.567093876662779,0.5579378957043915
125,0.2947449866183114,0.2184829551211212,1.2441878094159156,0.4369659102422424,1.5480033050991746,0.6586390937304271
126,0.4153429623225748,0.04452175059759278,1.0455277173157953,0.08904350119518556,1.0931282076755775,0.647508862526167
127,0.4401451286087915,0.7278204971291566,2.070562888511759,1.4556409942583133,4.287230675282159,0.5153747724256985
128,0.4137282755364688,0.17640870432100655,1.1929255128433047,0.3528174086420131,1.4230712791924616,0.710286333921832
129,0.2486011664766281,0.3293226814683951,1.3900263189620197,0.6586453629367902,1.9321731674071023,0.5510343394867238
130,0.31455959450400217,0.9668758020485766,2.6297158592590635,1.9337516040971527,6.915405500438634,0.5896831764761693
131,0.35753434546124435,0.39261326131399255,1.4808455782991798,0.7852265226279851,2.1929036267682323,0.5178132346474903
132,0.39544392597114986,0.16386277466134055,1.178052645327168,0.3277255493226811,1.3878080351623383,0.5558416280770909
133,0.1504246766654488,-0.015374832305690587,0.98474275701848,-0.030749664611381174,0.9697182975003574,0.5362164401222358
134,0.4161780587525308,0.3379561594003513,1.4020790340722955,0.6759123188007026,1.9658256177851008,0.6509842792274543
135,0.40160078157580864,0.7046410015938512,2.0231202575891003,1.4092820031877025,4.093015576667388,0.593860604918087
